Trend Line_x,Trend Line_y,,,series3_x,series3_y
74.16,0.731651263,,,103,-0.63
74.88,0.705712298,,,104,-0.67
75.6,0.678763558,,,105,-0.71
76.32,0.650843337,,,106,-0.75
77.04,0.621991309,,,107,-0.78
77.76,0.592248473,,,108,-0.81
78.48,0.561657093,,,109,-0.84
79.2,0.530260639,,,110,-0.87
79.92,0.498103724,,,111,-0.9
80.64,0.465232044,,,112,-0.92
81.36,0.431692308,,,113,-0.94
82.08,0.397532175,,,114,-0.96
82.8,0.362800188,,,115,-0.97
83.52,0.327545699,,,116,-0.98
84.24,0.291818805,,,117,-0.99
84.96,0.255670273,,,118,-1
85.68,0.219151469,,,119,-1
86.4,0.182314286,,,120,-1
87.12,0.14521107,,,121,-1
87.84,0.107894544,,,122,-1
88.56,0.070417733,,,123,-0.99
89.28,0.032833891,,,124,-0.98
90,-0.004803574,,,125,-0.97
90.72,-0.042441181,,,126,-0.96
91.44,-0.080025448,,,127,-0.94
92.16,-0.117502968,,,128,-0.92
92.88,-0.154820485,,,129,-0.9
93.6,-0.191924973,,,130,-0.87
94.32,-0.228763705,,,131,-0.84
95.04,-0.265284336,,,132,-0.81
95.76,-0.301434969,,,133,-0.78
96.48,-0.337164235,,,134,-0.75
97.2,-0.372421364,,,135,-0.71
97.92,-0.407156254,,,136,-0.67
98.64,-0.44131955,,,137,-0.63
99.36,-0.474862705,,,138,-0.59
100.08,-0.507738054,,,139,-0.55
100.8,-0.539898883,,,140,-0.5
101.52,-0.571299491,,,141,-0.46
102.24,-0.601895259,,,142,-0.41
102.96,-0.63164271,,,143,-0.36
103.68,-0.660499574,,,144,-0.31
104.4,-0.688424846,,,145,-0.26
105.12,-0.715378843,,,146,-0.21
105.84,-0.741323266,,,147,-0.16
106.56,-0.766221246,,,148,-0.11
107.28,-0.790037405,,,149,-0.06
108,-0.812737901,,,150,-0.01
108.72,-0.834290475,,,151,0.05
109.44,-0.854664503,,,152,0.1
110.16,-0.873831033,,,153,0.15
110.88,-0.891762829,,,154,0.2
111.6,-0.908434411,,,155,0.25
112.32,-0.923822089,,,156,0.3
113.04,-0.937903998,,,157,0.35
113.76,-0.950660126,,,158,0.4
114.48,-0.962072347,,,159,0.45
115.2,-0.972124446,,,160,0.49
115.92,-0.980802138,,,161,0.54
116.64,-0.988093092,,,162,0.58
117.36,-0.993986948,,,163,0.62
118.08,-0.998475331,,,164,0.66
118.8,-1.001551862,,,165,0.7
119.52,-1.003212171,,,166,0.74
120.24,-1.003453898,,,167,0.77
120.96,-1.0022767,,,168,0.8
121.68,-0.999682249,,,169,0.83
122.4,-0.995674231,,,170,0.86
123.12,-0.990258343,,,171,0.89
123.84,-0.98344228,,,172,0.91
124.56,-0.975235728,,,173,0.93
125.28,-0.965650348,,,174,0.95
126,-0.95469976,,,175,0.96
126.72,-0.942399526,,,176,0.97
127.44,-0.928767124,,,177,0.98
128.16,-0.913821925,,,178,0.99
128.88,-0.897585166,,,179,0.99
129.6,-0.880079919,,,180,1
130.32,-0.86133106,,,181,0.99
131.04,-0.84136523,,,182,0.99
131.76,-0.820210799,,,183,0.98
132.48,-0.797897829,,,184,0.97
133.2,-0.774458026,,,185,0.96
133.92,-0.749924696,,,186,0.95
134.64,-0.724332703,,,187,0.93
135.36,-0.697718411,,,188,0.91
136.08,-0.670119639,,,189,0.89
136.8,-0.641575605,,,190,0.86
137.52,-0.612126869,,,191,0.83
138.24,-0.581815277,,,192,0.8
138.96,-0.550683902,,,193,0.77
139.68,-0.518776981,,,194,0.74
140.4,-0.486139854,,,195,0.7
141.12,-0.452818896,,,196,0.66
141.84,-0.418861457,,,197,0.62
142.56,-0.38431579,,,198,0.58
143.28,-0.349230984,,,199,0.54
144,-0.313656893,,,200,0.49
144.72,-0.277644068,,,201,0.45
145.44,-0.241243683,,,202,0.4
146.16,-0.204507462,,,203,0.35
146.88,-0.167487606,,,204,0.3
147.6,-0.130236721,,,205,0.25
148.32,-0.092807739,,,206,0.2
149.04,-0.055253846,,,207,0.15
149.76,-0.017628406,,,208,0.1
150.48,0.020015116,,,209,0.05
151.2,0.057623229,,,210,0
151.92,0.095142493,,,211,-0.06
152.64,0.132519592,,,212,-0.11
153.36,0.169701416,,,213,-0.16
154.08,0.206635128,,,214,-0.21
154.8,0.243268248,,,215,-0.26
155.52,0.279548719,,,216,-0.31
156.24,0.315424987,,,217,-0.36
156.96,0.350846074,,,218,-0.41
157.68,0.385761645,,,219,-0.46
158.4,0.420122088,,,220,-0.51
159.12,0.453878575,,,221,-0.55
159.84,0.48698314,,,222,-0.59
160.56,0.519388741,,,223,-0.63
161.28,0.55104933,,,224,-0.67
162,0.581919919,,,225,-0.71
162.72,0.61195664,,,226,-0.75
163.44,0.641116813,,,227,-0.78
164.16,0.669359,,,228,-0.81
164.88,0.696643069,,,229,-0.84
165.6,0.722930252,,,230,-0.87
166.32,0.748183193,,,231,-0.9
167.04,0.77236601,,,232,-0.92
167.76,0.795444338,,,233,-0.94
168.48,0.817385383,,,234,-0.96
169.2,0.838157968,,,235,-0.97
169.92,0.857732575,,,236,-0.98
170.64,0.876081389,,,237,-0.99
171.36,0.893178336,,,238,-1
172.08,0.908999123,,,239,-1
172.8,0.923521267,,,240,-1
173.52,0.936724133,,,241,-1
174.24,0.94858896,,,242,-1
174.96,0.959098889,,,243,-0.99
175.68,0.968238984,,,244,-0.98
176.4,0.975996258,,,245,-0.97
177.12,0.982359688,,,246,-0.96
177.84,0.987320232,,,247,-0.94
178.56,0.99087084,,,248,-0.92
179.28,0.993006467,,,249,-0.9
180,0.99372408,,,250,-0.87
180.72,0.993022657,,,251,-0.84
181.44,0.990903195,,,252,-0.81
182.16,0.987368707,,,253,-0.78
182.88,0.982424215,,,254,-0.75
183.6,0.976076745,,,255,-0.71
184.32,0.968335316,,,256,-0.67
185.04,0.95921093,,,257,-0.63
185.76,0.94871655,,,258,-0.59
186.48,0.936867091,,,259,-0.55
187.2,0.92367939,,,260,-0.51
187.92,0.909172186,,,261,-0.46
188.64,0.893366094,,,262,-0.41
189.36,0.876283574,,,263,-0.36
190.08,0.8579489,,,264,-0.31
190.8,0.838388125,,,265,-0.26
191.52,0.817629046,,,266,-0.21
192.24,0.79570116,,,267,-0.16
192.96,0.772635627,,,268,-0.11
193.68,0.748465222,,,269,-0.06
194.4,0.723224291,,,270,-0.01
195.12,0.696948701,,,271,0.05
195.84,0.66967579,,,272,0.1
196.56,0.641444311,,,273,0.15
197.28,0.612294382,,,274,0.2
198,0.582267424,,,275,0.25
198.72,0.551406104,,,276,0.3
199.44,0.519754277,,,277,0.35
200.16,0.487356919,,,278,0.4
200.88,0.454260066,,,279,0.45
201.6,0.420510748,,,280,0.49
202.32,0.386156923,,,281,0.54
203.04,0.351247407,,,282,0.58
203.76,0.315831806,,,283,0.62
204.48,0.279960444,,,284,0.66
205.2,0.243684296,,,285,0.7
205.92,0.207054907,,,286,0.74
206.64,0.170124329,,,287,0.77
207.36,0.132945039,,,288,0.8
208.08,0.095569869,,,289,0.83
208.8,0.058051927,,,290,0.86
209.52,0.020444527,,,291,0.89
210.24,-0.017198893,,,292,0.91
210.96,-0.054824841,,,293,0.93
211.68,-0.092379851,,,294,0.95
212.4,-0.129810559,,,295,0.96
213.12,-0.167063775,,,296,0.97
213.84,-0.204086565,,,297,0.98
214.56,-0.240826317,,,298,0.99
215.28,-0.277230827,,,299,0.99
216,-0.313248364,,,300,1
216.72,-0.348827747,,,301,0.99
217.44,-0.383918419,,,302,0.99
218.16,-0.418470516,,,303,0.98
218.88,-0.45243494,,,304,0.97
219.6,-0.485763429,,,305,0.96
220.32,-0.518408622,,,306,0.95
221.04,-0.550324133,,,307,0.93
221.76,-0.581464608,,,308,0.91
222.48,-0.611785799,,,309,0.89
223.2,-0.641244618,,,310,0.86
223.92,-0.669799207,,,311,0.83
224.64,-0.697408988,,,312,0.8
225.36,-0.724034729,,,313,0.77
226.08,-0.749638594,,,314,0.74
226.8,-0.774184203,,,315,0.7
227.52,-0.797636674,,,316,0.66
228.24,-0.819962683,,,317,0.62
228.96,-0.841130505,,,318,0.58
229.68,-0.861110061,,,319,0.54
230.4,-0.87987296,,,320,0.5
231.12,-0.897392539,,,321,0.45
231.84,-0.913643905,,,322,0.4
232.56,-0.928603964,,,323,0.35
233.28,-0.942251458,,,324,0.3
234,-0.954566995,,,325,0.25
234.72,-0.965533073,,,326,0.2
235.44,-0.975134111,,,327,0.15
236.16,-0.983356465,,,328,0.1
236.88,-0.990188452,,,329,0.05
237.6,-0.995620363,,,330,0
238.32,-0.999644481,,,331,-0.06
239.04,-1.002255085,,,332,-0.11
239.76,-1.003448468,,,333,-0.16
240.48,-1.003222933,,,334,-0.21
241.2,-1.0015788,,,335,-0.26
241.92,-0.998518407,,,336,-0.31
242.64,-0.994046101,,,337,-0.36
243.36,-0.988168238,,,338,-0.41
244.08,-0.98089317,,,339,-0.46
244.8,-0.972231235,,,340,-0.5
245.52,-0.962194742,,,341,-0.55
246.24,-0.950797951,,,342,-0.59
246.96,-0.938057059,,,343,-0.63
247.68,-0.923990168,,,344,-0.67
248.4,-0.908617269,,,345,-0.71
249.12,-0.891960206,,,346,-0.75
249.84,-0.874042649,,,347,-0.78
250.56,-0.854890057,,,348,-0.81
251.28,-0.834529647,,,349,-0.84
252,-0.81299035,,,350,-0.87
252.72,-0.790302773,,,351,-0.9
253.44,-0.766499156,,,352,-0.92
254.16,-0.741613322,,,353,-0.94
254.88,-0.715680635,,,354,-0.96
255.6,-0.688737943,,,355,-0.97
256.32,-0.660823533,,,356,-0.98
257.04,-0.631977069,,,357,-0.99
257.76,-0.602239544,,,358,-1
258.48,-0.571653212,,,359,-1
259.2,-0.540261538,,,360,-1
259.92,-0.508109127,,,-,-
260.64,-0.475241669,,,-,-
261.36,-0.441705867,,,-,-
262.08,-0.407549375,,,-,-
262.8,-0.372820729,,,-,-
263.52,-0.337569278,,,-,-
264.24,-0.301845114,,,-,-
264.96,-0.265699,,,-,-
265.68,-0.229182299,,,-,-
266.4,-0.192346902,,,-,-
267.12,-0.15524515,,,-,-
267.84,-0.117929765,,,-,-
268.56,-0.080453771,,,-,-
269.28,-0.042870421,,,-,-
270,-0.005233121,,,-,-
270.72,0.032404648,,,-,-
271.44,0.069989403,,,-,-
272.16,0.107467736,,,-,-
272.88,0.144786391,,,-,-
273.6,0.181892339,,,-,-
274.32,0.218732853,,,-,-
275.04,0.255255583,,,-,-
275.76,0.291408631,,,-,-
276.48,0.327140623,,,-,-
277.2,0.362400786,,,-,-
277.92,0.397139015,,,-,-
278.64,0.431305948,,,-,-
279.36,0.464853033,,,-,-
280.08,0.497732601,,,-,-
280.8,0.529897931,,,-,-
281.52,0.561303316,,,-,-
282.24,0.591904129,,,-,-
282.96,0.621656888,,,-,-
283.68,0.650519313,,,-,-
284.4,0.678450392,,,-,-
285.12,0.705410436,,,-,-
285.84,0.731361134,,,-,-
286.56,0.75626561,,,-,-
287.28,0.780088477,,,-,-
288,0.802795882,,,-,-
288.72,0.824355557,,,-,-
289.44,0.844736868,,,-,-
290.16,0.863910852,,,-,-
290.88,0.881850264,,,-,-
291.6,0.898529612,,,-,-
292.32,0.913925195,,,-,-
293.04,0.928015135,,,-,-
293.76,0.940779412,,,-,-
294.48,0.952199888,,,-,-
295.2,0.962260334,,,-,-
295.92,0.970946454,,,-,-
296.64,0.978245906,,,-,-
297.36,0.984148316,,,-,-
298.08,0.988645299,,,-,-
298.8,0.991730464,,,-,-
299.52,0.993399426,,,-,-
300.24,0.993649815,,,-,-
300.96,0.992481274,,,-,-
301.68,0.989895464,,,-,-
302.4,0.985896059,,,-,-
303.12,0.980488743,,,-,-
303.84,0.973681199,,,-,-
304.56,0.965483101,,,-,-
305.28,0.955906097,,,-,-
306,0.944963797,,,-,-
306.72,0.93267175,,,-,-
307.44,0.919047422,,,-,-
308.16,0.904110173,,,-,-
308.88,0.887881229,,,-,-
309.6,0.870383652,,,-,-
310.32,0.851642304,,,-,-
311.04,0.831683817,,,-,-
311.76,0.810536552,,,-,-
312.48,0.788230559,,,-,-
313.2,0.764797534,,,-,-
313.92,0.740270775,,,-,-
314.64,0.714685134,,,-,-
315.36,0.688076969,,,-,-
316.08,0.660484088,,,-,-
316.8,0.631945702,,,-,-
317.52,0.602502362,,,-,-
318.24,0.572195908,,,-,-
318.96,0.541069403,,,-,-
319.68,0.50916708,,,-,-
320.4,0.476534269,,,-,-
321.12,0.443217343,,,-,-
321.84,0.409263644,,,-,-
322.56,0.374721419,,,-,-
323.28,0.339639753,,,-,-
324,0.304068496,,,-,-
324.72,0.268058194,,,-,-
325.44,0.231660018,,,-,-
326.16,0.194925689,,,-,-
326.88,0.157907405,,,-,-
327.6,0.12065777,,,-,-
328.32,0.083229714,,,-,-
329.04,0.045676422,,,-,-
329.76,0.008051256,,,-,-
330.48,-0.029592318,,,-,-
331.2,-0.067200809,,,-,-
331.92,-0.104720777,,,-,-
332.64,-0.142098905,,,-,-
333.36,-0.179282081,,,-,-
334.08,-0.216217468,,,-,-
334.8,-0.25285258,,,-,-
335.52,-0.289135361,,,-,-
336.24,-0.325014252,,,-,-
336.96,-0.36043827,,,-,-
337.68,-0.395357078,,,-,-
338.4,-0.429721058,,,-,-
339.12,-0.463481378,,,-,-
339.84,-0.496590065,,,-,-
340.56,-0.529000073,,,-,-
341.28,-0.560665348,,,-,-
342,-0.591540893,,,-,-
342.72,-0.621582834,,,-,-
343.44,-0.650748484,,,-,-
344.16,-0.678996397,,,-,-
344.88,-0.706286434,,,-,-
345.6,-0.732579816,,,-,-
346.32,-0.75783918,,,-,-
347.04,-0.782028634,,,-,-
347.76,-0.805113805,,,-,-
348.48,-0.827061888,,,-,-
349.2,-0.847841696,,,-,-
349.92,-0.867423701,,,-,-
350.64,-0.885780078,,,-,-
351.36,-0.902884742,,,-,-
352.08,-0.918713387,,,-,-
352.8,-0.933243522,,,-,-
353.52,-0.9464545,,,-,-
354.24,-0.958327547,,,-,-
354.96,-0.968845793,,,-,-
355.68,-0.97799429,,,-,-
356.4,-0.98576004,,,-,-
357.12,-0.992132007,,,-,-
357.84,-0.997101137,,,-,-
358.56,-1.000660368,,,-,-
359.28,-1.002804644,,,-,-
